Month,Customer,Region,SalesChannel,CustomerSegment,Product,Category,Qty,Price,Cost,CompetitorPrice,PriceIncreaseHistory,PromotionFlag,Revenue,TotalCost,Profit,MarginPct
2025-04,Customer 03,Central Indonesia,General Trade,Key Account,SKU 05,Snack,863,14682,11381,15981,3%,N,12670566,9821803,2848763,0.2248
2025-04,Customer 03,Central Indonesia,Modern Trade,Key Account,SKU 08,Snack,956,28594,19701,26741,0%,N,27335864,18834156,8501708,0.311
2025-04,Customer 03,Central Indonesia,General Trade,Key Account,SKU 16,Frozen,478,50792,34051,50263,0%,Y,24278576,16276378,8002198,0.3296
2025-04,Customer 03,Central Indonesia,Modern Trade,Key Account,SKU 18,Personal Care,646,28210,19879,25693,0%,N,18223660,12841834,5381826,0.2953
2025-04,Customer 03,Central Indonesia,Modern Trade,Key Account,SKU 17,Personal Care,943,23947,15107,24472,0%,Y,22582021,14245901,8336120,0.3691
2025-04,Customer 04,West Indonesia,General Trade,Distributor,SKU 16,Frozen,1077,45336,30185,44532,0%,N,48826872,32509245,16317627,0.3342
2025-04,Customer 04,West Indonesia,General Trade,Distributor,SKU 12,Dairy,872,8223,5506,7978,0%,N,7170456,4801232,2369224,0.3304
2025-04,Customer 04,West Indonesia,General Trade,Distributor,SKU 20,Personal Care,567,14549,10445,15224,3%,Y,8249283,5922315,2326968,0.2821
2025-04,Customer 04,West Indonesia,General Trade,Distributor,SKU 01,Beverage,298,25563,18592,24828,0%,N,7617774,5540416,2077358,0.2727
2025-04,Customer 04,West Indonesia,Modern Trade,Distributor,SKU 11,Dairy,102,9648,7630,9610,3%,N,984096,778260,205836,0.2092
2025-04,Customer 04,West Indonesia,General Trade,Distributor,SKU 13,Frozen,131,10069,6592,9374,3%,N,1319039,863552,455487,0.3453
2025-04,Customer 04,West Indonesia,General Trade,Distributor,SKU 19,Personal Care,607,38722,26585,40343,0%,N,23504254,16137095,7367159,0.3134
2025-04,Customer 04,West Indonesia,Online,Distributor,SKU 02,Beverage,278,8636,5362,7992,5%,Y,2400808,1490636,910172,0.3791
2025-04,Customer 04,West Indonesia,General Trade,Distributor,SKU 18,Personal Care,364,27398,19078,29271,0%,N,9972872,6944392,3028480,0.3037
2025-04,Customer 04,West Indonesia,Online,Distributor,SKU 14,Frozen,716,13780,10030,12517,3%,N,9866480,7181480,2685000,0.2721
2025-04,Customer 04,West Indonesia,Online,Distributor,SKU 05,Snack,282,13235,9838,12551,0%,N,3732270,2774316,957954,0.2567
2025-04,Customer 04,West Indonesia,General Trade,Distributor,SKU 07,Snack,557,45280,38400,41307,0%,N,25220960,21388800,3832160,0.1519
2025-04,Customer 04,West Indonesia,Modern Trade,Distributor,SKU 17,Personal Care,131,25493,16088,23272,3%,N,3339583,2107528,1232055,0.3689
2025-04,Customer 05,Central Indonesia,Modern Trade,Key Account,SKU 16,Frozen,277,45927,31845,46708,0%,N,12721779,8821065,3900714,0.3066
2025-04,Customer 05,Central Indonesia,Modern Trade,Key Account,SKU 06,Snack,62,24278,14610,23932,0%,N,1505236,905820,599416,0.3982
2025-04,Customer 05,Central Indonesia,Modern Trade,Key Account,SKU 09,Dairy,449,22772,18495,23220,0%,N,10224628,8304255,1920373,0.1878
2025-04,Customer 05,Central Indonesia,Modern Trade,Key Account,SKU 01,Beverage,694,22177,18536,24006,5%,N,15390838,12863984,2526854,0.1642
2025-04,Customer 05,Central Indonesia,General Trade,Key Account,SKU 10,Dairy,404,49337,40356,45504,0%,Y,19932148,16303824,3628324,0.182
2025-04,Customer 05,Central Indonesia,Modern Trade,Key Account,SKU 04,Beverage,470,20433,13361,20363,5%,N,9603510,6279670,3323840,0.3461
2025-04,Customer 05,Central Indonesia,Modern Trade,Key Account,SKU 15,Frozen,59,46338,33908,47405,0%,N,2733942,2000572,733370,0.2682
2025-04,Customer 05,Central Indonesia,Modern Trade,Key Account,SKU 17,Personal Care,780,25950,16635,28441,0%,N,20241000,12975300,7265700,0.359
2025-04,Customer 05,Central Indonesia,General Trade,Key Account,SKU 13,Frozen,600,9942,6331,9072,0%,N,5965200,3798600,2166600,0.3632
2025-04,Customer 05,Central Indonesia,Online,Key Account,SKU 02,Beverage,274,8806,6142,9562,5%,N,2412844,1682908,729936,0.3025
2025-04,Customer 05,Central Indonesia,General Trade,Key Account,SKU 07,Snack,175,48309,31953,46130,0%,N,8454075,5591775,2862300,0.3386
2025-04,Customer 05,Central Indonesia,General Trade,Key Account,SKU 12,Dairy,328,9295,5638,8763,5%,N,3048760,1849264,1199496,0.3934
2025-04,Customer 05,Central Indonesia,Online,Key Account,SKU 03,Beverage,754,47179,36027,49775,0%,N,35572966,27164358,8408608,0.2364
2025-04,Customer 05,Central Indonesia,General Trade,Key Account,SKU 20,Personal Care,191,13398,8428,12795,0%,Y,2559018,1609748,949270,0.371
2025-04,Customer 06,West Indonesia,Online,Distributor,SKU 17,Personal Care,869,26079,16277,27595,3%,N,22662651,14144713,8517938,0.3759
2025-04,Customer 06,West Indonesia,General Trade,Distributor,SKU 10,Dairy,489,50856,36057,49234,3%,N,24868584,17631873,7236711,0.291
2025-04,Customer 06,West Indonesia,Modern Trade,Distributor,SKU 06,Snack,1098,25166,16903,23071,0%,Y,27632268,18559494,9072774,0.3283
2025-04,Customer 06,West Indonesia,Modern Trade,Distributor,SKU 14,Frozen,719,13559,10164,14057,0%,N,9748921,7307916,2441005,0.2504
2025-04,Customer 06,West Indonesia,Modern Trade,Distributor,SKU 01,Beverage,1097,23054,16815,23350,8%,Y,25290238,18446055,6844183,0.2706
2025-04,Customer 06,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,783,13218,8861,13377,0%,Y,10349694,6938163,3411531,0.3296
2025-04,Customer 06,West Indonesia,Modern Trade,Distributor,SKU 02,Beverage,283,9350,7329,8686,8%,N,2646050,2074107,571943,0.2161
2025-04,Customer 06,West Indonesia,General Trade,Distributor,SKU 19,Personal Care,212,37654,27203,37144,8%,N,7982648,5767036,2215612,0.2776
2025-04,Customer 07,West Indonesia,General Trade,Distributor,SKU 19,Personal Care,1027,34531,28372,33998,0%,N,35463337,29138044,6325293,0.1784
2025-04,Customer 07,West Indonesia,General Trade,Distributor,SKU 12,Dairy,326,9167,7249,8625,0%,N,2988442,2363174,625268,0.2092
2025-04,Customer 07,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,403,26581,18879,27245,5%,N,10712143,7608237,3103906,0.2898
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,773,14654,10378,14618,0%,N,11327542,8022194,3305348,0.2918
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 04,Beverage,1087,18007,15020,18282,0%,N,19573609,16326740,3246869,0.1659
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 13,Frozen,541,11151,8919,11135,3%,N,6032691,4825179,1207512,0.2002
2025-04,Customer 07,West Indonesia,General Trade,Distributor,SKU 09,Dairy,638,23019,14052,23306,3%,N,14686122,8965176,5720946,0.3895
2025-04,Customer 07,West Indonesia,Online,Distributor,SKU 03,Beverage,290,45920,35099,44936,0%,N,13316800,10178710,3138090,0.2356
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 10,Dairy,872,50737,42499,53234,0%,N,44242664,37059128,7183536,0.1624
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 16,Frozen,443,47582,36411,47403,0%,N,21078826,16130073,4948753,0.2348
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 06,Snack,780,25231,15336,25901,0%,N,19680180,11962080,7718100,0.3922
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 02,Beverage,1152,9333,7430,9583,3%,N,10751616,8559360,2192256,0.2039
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,584,14504,11093,15690,5%,N,8470336,6478312,1992024,0.2352
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 01,Beverage,1070,22725,16456,22883,0%,N,24315750,17607920,6707830,0.2759
2025-04,Customer 07,West Indonesia,Modern Trade,Distributor,SKU 15,Frozen,1055,42387,26238,39842,5%,N,44718285,27681090,17037195,0.381
2025-04,Customer 08,East Indonesia,General Trade,Retailer,SKU 14,Frozen,789,12279,10234,13107,3%,Y,9688131,8074626,1613505,0.1665
2025-04,Customer 08,East Indonesia,Modern Trade,Retailer,SKU 07,Snack,466,42685,31006,45902,5%,Y,19891210,14448796,5442414,0.2736
2025-04,Customer 08,East Indonesia,General Trade,Retailer,SKU 04,Beverage,737,20619,12763,21389,3%,N,15196203,9406331,5789872,0.381
2025-04,Customer 08,East Indonesia,Modern Trade,Retailer,SKU 12,Dairy,549,9389,5784,8494,0%,N,5154561,3175416,1979145,0.384
2025-04,Customer 08,East Indonesia,General Trade,Retailer,SKU 05,Snack,865,13687,10914,13776,0%,N,11839255,9440610,2398645,0.2026
2025-04,Customer 08,East Indonesia,Modern Trade,Retailer,SKU 18,Personal Care,943,29543,24575,31849,3%,N,27859049,23174225,4684824,0.1682
2025-04,Customer 08,East Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,395,13471,10633,12273,0%,N,5321045,4200035,1121010,0.2107
2025-04,Customer 08,East Indonesia,General Trade,Retailer,SKU 11,Dairy,805,9065,6563,8765,3%,N,7297325,5283215,2014110,0.276
2025-04,Customer 08,East Indonesia,Modern Trade,Retailer,SKU 02,Beverage,436,8487,6042,8094,5%,N,3700332,2634312,1066020,0.2881
2025-04,Customer 08,East Indonesia,General Trade,Retailer,SKU 08,Snack,315,28756,19440,27762,0%,N,9058140,6123600,2934540,0.324
2025-04,Customer 08,East Indonesia,General Trade,Retailer,SKU 17,Personal Care,393,24053,17160,24954,5%,N,9452829,6743880,2708949,0.2866
2025-04,Customer 08,East Indonesia,Modern Trade,Retailer,SKU 10,Dairy,742,47491,31820,45488,0%,N,35238322,23610440,11627882,0.33
2025-04,Customer 08,East Indonesia,General Trade,Retailer,SKU 06,Snack,415,23756,14708,26019,0%,N,9858740,6103820,3754920,0.3809
2025-04,Customer 08,East Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,512,39293,30663,42014,3%,N,20118016,15699456,4418560,0.2196
2025-04,Customer 08,East Indonesia,General Trade,Retailer,SKU 15,Frozen,89,45579,34486,49854,3%,N,4056531,3069254,987277,0.2434
2025-04,Customer 09,West Indonesia,Online,Distributor,SKU 16,Frozen,329,48794,36046,49791,5%,N,16053226,11859134,4194092,0.2613
2025-04,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 11,Dairy,1039,9915,7747,10677,0%,N,10301685,8049133,2252552,0.2187
2025-04,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,1145,15414,12158,14913,3%,N,17649030,13920910,3728120,0.2112
2025-04,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 07,Snack,154,48132,35258,46871,0%,N,7412328,5429732,1982596,0.2675
2025-04,Customer 09,West Indonesia,General Trade,Distributor,SKU 02,Beverage,1099,8591,6144,8662,5%,N,9441509,6752256,2689253,0.2848
2025-04,Customer 09,West Indonesia,Online,Distributor,SKU 17,Personal Care,256,24550,18438,23689,0%,N,6284800,4720128,1564672,0.249
2025-04,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 10,Dairy,256,46956,37825,48884,3%,N,12020736,9683200,2337536,0.1945
2025-04,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 09,Dairy,793,24926,16130,25158,0%,N,19766318,12791090,6975228,0.3529
2025-04,Customer 09,West Indonesia,General Trade,Distributor,SKU 08,Snack,1089,29986,21974,31733,5%,N,32654754,23929686,8725068,0.2672
2025-04,Customer 09,West Indonesia,General Trade,Distributor,SKU 19,Personal Care,208,38823,24068,38768,3%,N,8075184,5006144,3069040,0.3801
2025-04,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 13,Frozen,767,10095,6086,10252,0%,N,7742865,4667962,3074903,0.3971
2025-04,Customer 09,West Indonesia,General Trade,Distributor,SKU 14,Frozen,1020,14118,11339,13663,3%,Y,14400360,11565780,2834580,0.1968
2025-04,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 01,Beverage,717,24659,17125,22238,0%,N,17680503,12278625,5401878,0.3055
2025-04,Customer 09,West Indonesia,General Trade,Distributor,SKU 04,Beverage,216,18962,12232,17107,0%,N,4095792,2642112,1453680,0.3549
2025-04,Customer 09,West Indonesia,Modern Trade,Distributor,SKU 12,Dairy,383,8393,6157,8407,3%,Y,3214519,2358131,856388,0.2664
2025-04,Customer 10,Central Indonesia,General Trade,Distributor,SKU 14,Frozen,1016,13167,10627,12347,0%,N,13377672,10797032,2580640,0.1929
2025-04,Customer 10,Central Indonesia,General Trade,Distributor,SKU 04,Beverage,740,18552,13803,17307,0%,Y,13728480,10214220,3514260,0.256
2025-04,Customer 10,Central Indonesia,Modern Trade,Distributor,SKU 11,Dairy,1037,9072,5981,9028,8%,Y,9407664,6202297,3205367,0.3407
2025-04,Customer 10,Central Indonesia,General Trade,Distributor,SKU 09,Dairy,195,22618,14424,24371,0%,N,4410510,2812680,1597830,0.3623
2025-04,Customer 10,Central Indonesia,Modern Trade,Distributor,SKU 01,Beverage,1147,25163,16709,27031,0%,N,28861961,19165223,9696738,0.336
2025-04,Customer 10,Central Indonesia,General Trade,Distributor,SKU 15,Frozen,574,47546,34316,51869,8%,N,27291404,19697384,7594020,0.2783
2025-04,Customer 10,Central Indonesia,General Trade,Distributor,SKU 19,Personal Care,536,38661,26258,35730,0%,Y,20722296,14074288,6648008,0.3208
2025-04,Customer 10,Central Indonesia,Online,Distributor,SKU 08,Snack,1135,31472,26584,30086,0%,Y,35720720,30172840,5547880,0.1553
2025-04,Customer 11,Central Indonesia,General Trade,Distributor,SKU 15,Frozen,823,43691,27024,44701,8%,Y,35957693,22240752,13716941,0.3815
2025-04,Customer 11,Central Indonesia,Modern Trade,Distributor,SKU 17,Personal Care,58,25753,21568,23308,3%,Y,1493674,1250944,242730,0.1625
2025-04,Customer 11,Central Indonesia,Modern Trade,Distributor,SKU 02,Beverage,828,8923,6541,9276,0%,N,7388244,5415948,1972296,0.267
2025-04,Customer 11,Central Indonesia,Modern Trade,Distributor,SKU 18,Personal Care,549,28401,19000,27004,8%,N,15592149,10431000,5161149,0.331
2025-04,Customer 11,Central Indonesia,General Trade,Distributor,SKU 20,Personal Care,970,14791,9150,15947,8%,Y,14347270,8875500,5471770,0.3814
2025-04,Customer 11,Central Indonesia,Modern Trade,Distributor,SKU 19,Personal Care,818,34217,28514,36575,0%,N,27989506,23324452,4665054,0.1667
2025-04,Customer 11,Central Indonesia,Modern Trade,Distributor,SKU 12,Dairy,363,9008,6761,8231,0%,N,3269904,2454243,815661,0.2494
2025-04,Customer 11,Central Indonesia,Modern Trade,Distributor,SKU 11,Dairy,227,9076,5776,9021,0%,N,2060252,1311152,749100,0.3636
2025-04,Customer 11,Central Indonesia,Online,Distributor,SKU 08,Snack,973,29185,19772,27716,0%,N,28397005,19238156,9158849,0.3225
2025-04,Customer 11,Central Indonesia,General Trade,Distributor,SKU 05,Snack,175,14918,12239,15163,3%,N,2610650,2141825,468825,0.1796
2025-04,Customer 11,Central Indonesia,General Trade,Distributor,SKU 04,Beverage,766,17774,12616,17736,5%,N,13614884,9663856,3951028,0.2902
2025-04,Customer 11,Central Indonesia,Modern Trade,Distributor,SKU 14,Frozen,1085,12377,7585,11974,3%,N,13429045,8229725,5199320,0.3872
2025-04,Customer 11,Central Indonesia,Modern Trade,Distributor,SKU 01,Beverage,1041,22487,18849,21754,0%,Y,23408967,19621809,3787158,0.1618
2025-04,Customer 11,Central Indonesia,General Trade,Distributor,SKU 07,Snack,73,44518,30668,44608,3%,Y,3249814,2238764,1011050,0.3111
2025-04,Customer 11,Central Indonesia,Online,Distributor,SKU 06,Snack,863,25676,16389,23439,0%,Y,22158388,14143707,8014681,0.3617
2025-04,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 10,Dairy,863,50710,34108,54984,0%,N,43762730,29435204,14327526,0.3274
2025-04,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 06,Snack,1142,24411,19172,23582,5%,N,27877362,21894424,5982938,0.2146
2025-04,Customer 12,West Indonesia,General Trade,Retailer,SKU 14,Frozen,411,14364,12053,14905,8%,N,5903604,4953783,949821,0.1609
2025-04,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 15,Frozen,487,43611,36375,43068,0%,Y,21238557,17714625,3523932,0.1659
2025-04,Customer 12,West Indonesia,General Trade,Retailer,SKU 01,Beverage,1048,24434,15231,22783,5%,N,25606832,15962088,9644744,0.3766
2025-04,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 08,Snack,75,30392,19759,28336,0%,N,2279400,1481925,797475,0.3499
2025-04,Customer 12,West Indonesia,Online,Retailer,SKU 16,Frozen,159,50372,34925,54577,0%,N,8009148,5553075,2456073,0.3067
2025-04,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 12,Dairy,1102,8425,5607,8097,0%,N,9284350,6178914,3105436,0.3345
2025-04,Customer 12,West Indonesia,General Trade,Retailer,SKU 11,Dairy,1119,9807,6847,9836,3%,N,10974033,7661793,3312240,0.3018
2025-04,Customer 12,West Indonesia,General Trade,Retailer,SKU 03,Beverage,67,45604,28967,46399,0%,N,3055468,1940789,1114679,0.3648
2025-04,Customer 12,West Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,371,34195,28334,37357,0%,N,12686345,10511914,2174431,0.1714
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 06,Snack,651,25707,20565,24023,0%,Y,16735257,13387815,3347442,0.2
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 16,Frozen,56,47187,29974,48580,0%,N,2642472,1678544,963928,0.3648
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 19,Personal Care,218,36686,23984,34262,5%,N,7997548,5228512,2769036,0.3462
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 12,Dairy,321,8795,6989,8202,3%,N,2823195,2243469,579726,0.2053
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 09,Dairy,791,22604,16148,24150,5%,N,17879764,12773068,5106696,0.2856
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 07,Snack,311,45950,35454,44220,0%,N,14290450,11026194,3264256,0.2284
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 04,Beverage,255,20307,15531,20998,8%,N,5178285,3960405,1217880,0.2352
2025-04,Customer 13,West Indonesia,General Trade,Key Account,SKU 08,Snack,366,29219,18309,30787,0%,N,10694154,6701094,3993060,0.3734
2025-04,Customer 13,West Indonesia,General Trade,Key Account,SKU 11,Dairy,487,9033,5577,9826,3%,Y,4399071,2715999,1683072,0.3826
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 15,Frozen,1146,49099,40317,50415,8%,N,56267454,46203282,10064172,0.1789
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 10,Dairy,388,48908,39403,45828,0%,N,18976304,15288364,3687940,0.1943
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 05,Snack,249,14350,12180,14681,0%,N,3573150,3032820,540330,0.1512
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 02,Beverage,841,8763,5372,9041,0%,N,7369683,4517852,2851831,0.387
2025-04,Customer 13,West Indonesia,Modern Trade,Key Account,SKU 13,Frozen,1025,10020,7308,9548,3%,N,10270500,7490700,2779800,0.2707
2025-04,Customer 14,West Indonesia,Online,Retailer,SKU 06,Snack,741,23863,18954,24802,0%,N,17682483,14044914,3637569,0.2057
2025-04,Customer 14,West Indonesia,General Trade,Retailer,SKU 10,Dairy,887,47935,36387,49646,0%,Y,42518345,32275269,10243076,0.2409
2025-04,Customer 14,West Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,1143,15276,11361,14861,0%,Y,17460468,12985623,4474845,0.2563
2025-04,Customer 14,West Indonesia,Modern Trade,Retailer,SKU 13,Frozen,320,9869,8377,8911,0%,N,3158080,2680640,477440,0.1512
2025-04,Customer 14,West Indonesia,General Trade,Retailer,SKU 07,Snack,129,42434,36031,41659,3%,N,5473986,4647999,825987,0.1509
2025-04,Customer 14,West Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,351,36145,29349,36803,3%,N,12686895,10301499,2385396,0.188
2025-04,Customer 14,West Indonesia,General Trade,Retailer,SKU 11,Dairy,868,9727,7625,10601,0%,N,8443036,6618500,1824536,0.2161
2025-04,Customer 14,West Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,890,24154,16909,24441,8%,N,21497060,15049010,6448050,0.3
2025-04,Customer 15,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,378,25792,18201,25097,0%,N,9749376,6879978,2869398,0.2943
2025-04,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 15,Frozen,616,44865,30047,45336,0%,N,27636840,18508952,9127888,0.3303
2025-04,Customer 15,West Indonesia,General Trade,Distributor,SKU 12,Dairy,803,9192,7234,10054,0%,N,7381176,5808902,1572274,0.213
2025-04,Customer 15,West Indonesia,General Trade,Distributor,SKU 04,Beverage,121,20032,14094,19676,0%,N,2423872,1705374,718498,0.2964
2025-04,Customer 15,West Indonesia,General Trade,Distributor,SKU 20,Personal Care,780,15341,11622,14942,0%,Y,11965980,9065160,2900820,0.2424
2025-04,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 06,Snack,988,24736,15768,26951,8%,N,24439168,15578784,8860384,0.3625
2025-04,Customer 15,West Indonesia,General Trade,Distributor,SKU 03,Beverage,244,48889,36727,49201,0%,Y,11928916,8961388,2967528,0.2488
